,INTERVAL,M_DATE,PRICE_ZONE_ID,POWER_SYS_ID,E_USE_FACT
0,0,27.11.2016 0:00:00,1,530000,26578
1,1,27.11.2016 0:00:00,1,530000,25900
2,2,27.11.2016 0:00:00,1,530000,25204
3,3,27.11.2016 0:00:00,1,530000,25062
4,4,27.11.2016 0:00:00,1,530000,25305
5,5,27.11.2016 0:00:00,1,530000,25671
6,6,27.11.2016 0:00:00,1,530000,26327
7,7,27.11.2016 0:00:00,1,530000,27091
8,8,27.11.2016 0:00:00,1,530000,28043
9,9,27.11.2016 0:00:00,1,530000,29283
10,10,27.11.2016 0:00:00,1,530000,30084
11,11,27.11.2016 0:00:00,1,530000,29917
12,12,27.11.2016 0:00:00,1,530000,30068
13,13,27.11.2016 0:00:00,1,530000,30009
14,14,27.11.2016 0:00:00,1,530000,29930
15,15,27.11.2016 0:00:00,1,530000,30635
16,16,27.11.2016 0:00:00,1,530000,32456
17,17,27.11.2016 0:00:00,1,530000,32953
18,18,27.11.2016 0:00:00,1,530000,32537
19,19,27.11.2016 0:00:00,1,530000,31898
20,20,27.11.2016 0:00:00,1,530000,31521
21,21,27.11.2016 0:00:00,1,530000,30355
22,22,27.11.2016 0:00:00,1,530000,28436
23,23,27.11.2016 0:00:00,1,530000,27089
24,0,28.11.2016 0:00:00,1,530000,25918
25,1,28.11.2016 0:00:00,1,530000,25309
26,2,28.11.2016 0:00:00,1,530000,24929
27,3,28.11.2016 0:00:00,1,530000,24937
28,4,28.11.2016 0:00:00,1,530000,25165
29,5,28.11.2016 0:00:00,1,530000,26685
30,6,28.11.2016 0:00:00,1,530000,29315
31,7,28.11.2016 0:00:00,1,530000,31384
32,8,28.11.2016 0:00:00,1,530000,32944
33,9,28.11.2016 0:00:00,1,530000,33879
34,10,28.11.2016 0:00:00,1,530000,33805
35,11,28.11.2016 0:00:00,1,530000,33393
36,12,28.11.2016 0:00:00,1,530000,33259
37,13,28.11.2016 0:00:00,1,530000,33431
38,14,28.11.2016 0:00:00,1,530000,33526
39,15,28.11.2016 0:00:00,1,530000,33899
40,16,28.11.2016 0:00:00,1,530000,35012
41,17,28.11.2016 0:00:00,1,530000,35005
42,18,28.11.2016 0:00:00,1,530000,34602
43,19,28.11.2016 0:00:00,1,530000,33938
44,20,28.11.2016 0:00:00,1,530000,33188
45,21,28.11.2016 0:00:00,1,530000,32011
46,22,28.11.2016 0:00:00,1,530000,30010
47,23,28.11.2016 0:00:00,1,530000,28077
48,0,29.11.2016 0:00:00,1,530000,27080
49,1,29.11.2016 0:00:00,1,530000,26276
50,2,29.11.2016 0:00:00,1,530000,26007
51,3,29.11.2016 0:00:00,1,530000,26053
52,4,29.11.2016 0:00:00,1,530000,26243
53,5,29.11.2016 0:00:00,1,530000,27636
54,6,29.11.2016 0:00:00,1,530000,30239
55,7,29.11.2016 0:00:00,1,530000,32105
56,8,29.11.2016 0:00:00,1,530000,33850
57,9,29.11.2016 0:00:00,1,530000,34840
58,10,29.11.2016 0:00:00,1,530000,34581
59,11,29.11.2016 0:00:00,1,530000,34047
60,12,29.11.2016 0:00:00,1,530000,33847
61,13,29.11.2016 0:00:00,1,530000,34337
62,14,29.11.2016 0:00:00,1,530000,34587
63,15,29.11.2016 0:00:00,1,530000,34635
64,16,29.11.2016 0:00:00,1,530000,35834
65,17,29.11.2016 0:00:00,1,530000,36126
66,18,29.11.2016 0:00:00,1,530000,35686
67,19,29.11.2016 0:00:00,1,530000,34597
68,20,29.11.2016 0:00:00,1,530000,34375
69,21,29.11.2016 0:00:00,1,530000,32951
70,22,29.11.2016 0:00:00,1,530000,30699
71,23,29.11.2016 0:00:00,1,530000,28797
72,0,30.11.2016 0:00:00,1,530000,27698
73,1,30.11.2016 0:00:00,1,530000,26936
74,2,30.11.2016 0:00:00,1,530000,26683
75,3,30.11.2016 0:00:00,1,530000,26639
76,4,30.11.2016 0:00:00,1,530000,26976
77,5,30.11.2016 0:00:00,1,530000,28301
78,6,30.11.2016 0:00:00,1,530000,30893
79,7,30.11.2016 0:00:00,1,530000,33081
80,8,30.11.2016 0:00:00,1,530000,34887
81,9,30.11.2016 0:00:00,1,530000,35341
82,10,30.11.2016 0:00:00,1,530000,35270
83,11,30.11.2016 0:00:00,1,530000,34661
84,12,30.11.2016 0:00:00,1,530000,34317
85,13,30.11.2016 0:00:00,1,530000,34424
86,14,30.11.2016 0:00:00,1,530000,34694
87,15,30.11.2016 0:00:00,1,530000,34866
88,16,30.11.2016 0:00:00,1,530000,36103
89,17,30.11.2016 0:00:00,1,530000,36398
90,18,30.11.2016 0:00:00,1,530000,35977
91,19,30.11.2016 0:00:00,1,530000,35061
92,20,30.11.2016 0:00:00,1,530000,34663
93,21,30.11.2016 0:00:00,1,530000,33269
94,22,30.11.2016 0:00:00,1,530000,31007
95,23,30.11.2016 0:00:00,1,530000,29244
96,0,01.12.2016 0:00:00,1,530000,27830
97,1,01.12.2016 0:00:00,1,530000,27181
98,2,01.12.2016 0:00:00,1,530000,26888
99,3,01.12.2016 0:00:00,1,530000,26768
100,4,01.12.2016 0:00:00,1,530000,27125
101,5,01.12.2016 0:00:00,1,530000,28397
102,6,01.12.2016 0:00:00,1,530000,31025
103,7,01.12.2016 0:00:00,1,530000,32969
104,8,01.12.2016 0:00:00,1,530000,34669
105,9,01.12.2016 0:00:00,1,530000,35294
106,10,01.12.2016 0:00:00,1,530000,35153
107,11,01.12.2016 0:00:00,1,530000,34840
108,12,01.12.2016 0:00:00,1,530000,34540
109,13,01.12.2016 0:00:00,1,530000,34822
110,14,01.12.2016 0:00:00,1,530000,34661
111,15,01.12.2016 0:00:00,1,530000,35083
112,16,01.12.2016 0:00:00,1,530000,35949
113,17,01.12.2016 0:00:00,1,530000,36069
114,18,01.12.2016 0:00:00,1,530000,35574
115,19,01.12.2016 0:00:00,1,530000,34677
116,20,01.12.2016 0:00:00,1,530000,34168
117,21,01.12.2016 0:00:00,1,530000,32643
118,22,01.12.2016 0:00:00,1,530000,30568
119,23,01.12.2016 0:00:00,1,530000,28787
120,0,02.12.2016 0:00:00,1,530000,27588
121,1,02.12.2016 0:00:00,1,530000,27016
122,2,02.12.2016 0:00:00,1,530000,26508
123,3,02.12.2016 0:00:00,1,530000,26191
124,4,02.12.2016 0:00:00,1,530000,26790
125,5,02.12.2016 0:00:00,1,530000,28098
126,6,02.12.2016 0:00:00,1,530000,30537
127,7,02.12.2016 0:00:00,1,530000,32519
128,8,02.12.2016 0:00:00,1,530000,34336
129,9,02.12.2016 0:00:00,1,530000,35033
130,10,02.12.2016 0:00:00,1,530000,34760
131,11,02.12.2016 0:00:00,1,530000,34466
132,12,02.12.2016 0:00:00,1,530000,34156
133,13,02.12.2016 0:00:00,1,530000,34342
134,14,02.12.2016 0:00:00,1,530000,34256
135,15,02.12.2016 0:00:00,1,530000,34490
136,16,02.12.2016 0:00:00,1,530000,35535
137,17,02.12.2016 0:00:00,1,530000,35678
138,18,02.12.2016 0:00:00,1,530000,35158
139,19,02.12.2016 0:00:00,1,530000,34395
140,20,02.12.2016 0:00:00,1,530000,33742
141,21,02.12.2016 0:00:00,1,530000,32529
142,22,02.12.2016 0:00:00,1,530000,30553
143,23,02.12.2016 0:00:00,1,530000,28960
144,0,03.12.2016 0:00:00,1,530000,27783
145,1,03.12.2016 0:00:00,1,530000,26847
146,2,03.12.2016 0:00:00,1,530000,26500
147,3,03.12.2016 0:00:00,1,530000,26330
148,4,03.12.2016 0:00:00,1,530000,26504
149,5,03.12.2016 0:00:00,1,530000,27177
150,6,03.12.2016 0:00:00,1,530000,28226
151,7,03.12.2016 0:00:00,1,530000,28992
152,8,03.12.2016 0:00:00,1,530000,30680
153,9,03.12.2016 0:00:00,1,530000,31805
154,10,03.12.2016 0:00:00,1,530000,31851
155,11,03.12.2016 0:00:00,1,530000,32052
156,12,03.12.2016 0:00:00,1,530000,31852
157,13,03.12.2016 0:00:00,1,530000,31817
158,14,03.12.2016 0:00:00,1,530000,31915
159,15,03.12.2016 0:00:00,1,530000,32390
160,16,03.12.2016 0:00:00,1,530000,33942
161,17,03.12.2016 0:00:00,1,530000,33981
162,18,03.12.2016 0:00:00,1,530000,33499
163,19,03.12.2016 0:00:00,1,530000,33086
164,20,03.12.2016 0:00:00,1,530000,32589
165,21,03.12.2016 0:00:00,1,530000,31626
166,22,03.12.2016 0:00:00,1,530000,29899
167,23,03.12.2016 0:00:00,1,530000,28836
168,0,04.12.2016 0:00:00,1,530000,27390
169,1,04.12.2016 0:00:00,1,530000,26367
170,2,04.12.2016 0:00:00,1,530000,25977
171,3,04.12.2016 0:00:00,1,530000,26015
172,4,04.12.2016 0:00:00,1,530000,26084
173,5,04.12.2016 0:00:00,1,530000,26306
174,6,04.12.2016 0:00:00,1,530000,27345
175,7,04.12.2016 0:00:00,1,530000,28096
176,8,04.12.2016 0:00:00,1,530000,29045
177,9,04.12.2016 0:00:00,1,530000,30289
178,10,04.12.2016 0:00:00,1,530000,30864
179,11,04.12.2016 0:00:00,1,530000,30768
180,12,04.12.2016 0:00:00,1,530000,30848
181,13,04.12.2016 0:00:00,1,530000,31036
182,14,04.12.2016 0:00:00,1,530000,31318
183,15,04.12.2016 0:00:00,1,530000,31927
184,16,04.12.2016 0:00:00,1,530000,33403
185,17,04.12.2016 0:00:00,1,530000,33920
186,18,04.12.2016 0:00:00,1,530000,33464
187,19,04.12.2016 0:00:00,1,530000,33017
188,20,04.12.2016 0:00:00,1,530000,32584
189,21,04.12.2016 0:00:00,1,530000,31586
190,22,04.12.2016 0:00:00,1,530000,29679
191,23,04.12.2016 0:00:00,1,530000,28283
192,0,05.12.2016 0:00:00,1,530000,27155
193,1,05.12.2016 0:00:00,1,530000,26250
194,2,05.12.2016 0:00:00,1,530000,26016
195,3,05.12.2016 0:00:00,1,530000,26124
196,4,05.12.2016 0:00:00,1,530000,26155
197,5,05.12.2016 0:00:00,1,530000,27768
198,6,05.12.2016 0:00:00,1,530000,30401
199,7,05.12.2016 0:00:00,1,530000,32514
200,8,05.12.2016 0:00:00,1,530000,34144
201,9,05.12.2016 0:00:00,1,530000,35170
202,10,05.12.2016 0:00:00,1,530000,35131
203,11,05.12.2016 0:00:00,1,530000,34834
204,12,05.12.2016 0:00:00,1,530000,34838
205,13,05.12.2016 0:00:00,1,530000,34927
206,14,05.12.2016 0:00:00,1,530000,34997
207,15,05.12.2016 0:00:00,1,530000,35367
208,16,05.12.2016 0:00:00,1,530000,36059
209,17,05.12.2016 0:00:00,1,530000,35950
210,18,05.12.2016 0:00:00,1,530000,35406
211,19,05.12.2016 0:00:00,1,530000,34731
212,20,05.12.2016 0:00:00,1,530000,33905
213,21,05.12.2016 0:00:00,1,530000,32696
214,22,05.12.2016 0:00:00,1,530000,30105
