,date,hour,price_zone_id,dict_version_number,calculation_id,Pmax_opt
276,11.08.2015 0:00:00,12,1,1576,1,"35099,807"
277,11.08.2015 0:00:00,13,1,1576,1,"35092,807"
278,11.08.2015 0:00:00,14,1,1576,1,"35084,807"
279,11.08.2015 0:00:00,15,1,1576,1,"35016,807"
280,11.08.2015 0:00:00,16,1,1576,1,"34887,807"
281,11.08.2015 0:00:00,17,1,1576,1,"34713,307"
282,11.08.2015 0:00:00,18,1,1576,1,"34697,307"
283,11.08.2015 0:00:00,19,1,1576,1,"34690,307"
284,11.08.2015 0:00:00,20,1,1576,1,"34669,307"
285,11.08.2015 0:00:00,21,1,1576,1,"34441,107"
286,11.08.2015 0:00:00,22,1,1576,1,"33996,707"
287,11.08.2015 0:00:00,23,1,1576,1,"34034,707"
288,12.08.2015 0:00:00,0,1,1576,1,"35276,967"
289,12.08.2015 0:00:00,1,1,1576,1,"35325,967"
290,12.08.2015 0:00:00,2,1,1576,1,"35339,967"
291,12.08.2015 0:00:00,3,1,1576,1,"35310,967"
292,12.08.2015 0:00:00,4,1,1576,1,"35353,967"
293,12.08.2015 0:00:00,5,1,1576,1,"35658,967"
294,12.08.2015 0:00:00,6,1,1576,1,"35662,967"
295,12.08.2015 0:00:00,7,1,1576,1,"35908,267"
296,12.08.2015 0:00:00,8,1,1576,1,"34980,367"
297,12.08.2015 0:00:00,9,1,1576,1,"34963,367"
298,12.08.2015 0:00:00,10,1,1576,1,"35037,367"
299,12.08.2015 0:00:00,11,1,1576,1,"35008,367"
300,12.08.2015 0:00:00,12,1,1576,1,"35335,367"
301,12.08.2015 0:00:00,13,1,1576,1,"35298,367"
302,12.08.2015 0:00:00,14,1,1576,1,"35255,367"
303,12.08.2015 0:00:00,15,1,1576,1,"35197,367"
304,12.08.2015 0:00:00,16,1,1576,1,"34808,867"
305,12.08.2015 0:00:00,17,1,1576,1,"34809,867"
306,12.08.2015 0:00:00,18,1,1576,1,"34836,867"
307,12.08.2015 0:00:00,19,1,1576,1,"34838,867"
308,12.08.2015 0:00:00,20,1,1576,1,"34853,667"
309,12.08.2015 0:00:00,21,1,1576,1,"34654,667"
310,12.08.2015 0:00:00,22,1,1576,1,"34947,75"
