,INTERVAL,M_DATE,PRICE_ZONE_ID,POWER_SYS_ID,E_USE_FACT
365,5,12.12.2018 0:00:00,1,530000,30405
366,6,12.12.2018 0:00:00,1,530000,32395
367,7,12.12.2018 0:00:00,1,530000,33766
368,8,12.12.2018 0:00:00,1,530000,34459
369,9,12.12.2018 0:00:00,1,530000,34487
370,10,12.12.2018 0:00:00,1,530000,33978
371,11,12.12.2018 0:00:00,1,530000,34149
372,12,12.12.2018 0:00:00,1,530000,34093
373,13,12.12.2018 0:00:00,1,530000,34168
374,14,12.12.2018 0:00:00,1,530000,34604
375,15,12.12.2018 0:00:00,1,530000,35086
376,16,12.12.2018 0:00:00,1,530000,34993
377,17,12.12.2018 0:00:00,1,530000,34649
378,18,12.12.2018 0:00:00,1,530000,33842
379,19,12.12.2018 0:00:00,1,530000,33136
380,20,12.12.2018 0:00:00,1,530000,31893
381,21,12.12.2018 0:00:00,1,530000,30249
382,22,12.12.2018 0:00:00,1,530000,28445
383,23,12.12.2018 0:00:00,1,530000,27425
384,0,13.12.2018 0:00:00,1,530000,26846
385,1,13.12.2018 0:00:00,1,530000,26359
386,2,13.12.2018 0:00:00,1,530000,26308
387,3,13.12.2018 0:00:00,1,530000,26676
388,4,13.12.2018 0:00:00,1,530000,28050
389,5,13.12.2018 0:00:00,1,530000,30537
390,6,13.12.2018 0:00:00,1,530000,32245
391,7,13.12.2018 0:00:00,1,530000,33882
392,8,13.12.2018 0:00:00,1,530000,34507
393,9,13.12.2018 0:00:00,1,530000,34307
394,10,13.12.2018 0:00:00,1,530000,33943
395,11,13.12.2018 0:00:00,1,530000,33947
396,12,13.12.2018 0:00:00,1,530000,34181
397,13,13.12.2018 0:00:00,1,530000,34111
398,14,13.12.2018 0:00:00,1,530000,34677
399,15,13.12.2018 0:00:00,1,530000,35081
400,16,13.12.2018 0:00:00,1,530000,34950
401,17,13.12.2018 0:00:00,1,530000,34702
402,18,13.12.2018 0:00:00,1,530000,34108
403,19,13.12.2018 0:00:00,1,530000,33351
404,20,13.12.2018 0:00:00,1,530000,32277
405,21,13.12.2018 0:00:00,1,530000,30491
406,22,13.12.2018 0:00:00,1,530000,28849
407,23,13.12.2018 0:00:00,1,530000,27823
408,0,14.12.2018 0:00:00,1,530000,27123
409,1,14.12.2018 0:00:00,1,530000,26727
410,2,14.12.2018 0:00:00,1,530000,26678
411,3,14.12.2018 0:00:00,1,530000,26945
